ILN	ELN	Name der Einrichtung	ISIL
2352	KALG	Landesgewerbeamt Karlsruhe	DE-Ka1
2354	KABW	Bundesanstalt für Wasserbau/Verkehrswasserbauliche Zentralbibliothek	DE-Ka74
2355	KAGA	Generallandesarchiv Karlsruhe	DE-Ka81
2356	KALN	Staatliches Museum für Naturkunde, Karlsruhe	DE-Ka83
2357	KASU	Staatliche Landwirtschaftl. Untersuchungs- u. Forschungsanstalt Austenberg	DE-Ka87
2360	L1UF	Helmholtz-Zentrum für Umweltforschung GmbH - UFZ, Bibliothek	DE-L97
2365	S2MBET	Evangelisch-Theologisches Seminar Maulbronn	DE-Mau1
2367	FR143	Deutsch-Amerikanisches Institut e. V. Freiburg	DE-Frei143
2368	MASTKH	Städtische Kunsthalle Mannheim	DE-Mh5
2369	KAGESP	Bibl. des Fachbereichs Angewandte Sprachwissenschaft Germersheim	DE-Mz19
2370	S2NEAB	Benediktinerabtei Neresheim	DE-Ne1
2374	KNAS	Alfred Schütz Bibliothek, Bibliothek der Universität Konstanz	DE-Kon10
2375	SBSR	Saarländischer Rundfunk	DE-Sa21
2376	S1BK	Archiv Baumeister im Kunstmuseum Stuttgart	DE-Stg279
2377	S1KM	Bibliothek Kunstmuseum Stuttgart	DE-Stg283
2383	S1DA	James-F.-Byrnes-Institut e.V., Deutsch-Amerikanisches Zentrum Stuttgart	DE-Stg271
2384	S1WP	Verein für Familien- und Wappenkunde Stuttgart	DE-Stg273
2385	S1RB	Rathausbibliothek Stuttgart	DE-Stg91
2386	S1KB	Katholisches Bibelwerk e. V. Stuttgart	DE-Stg92
2387	S1EOMB	Bibliothek der Ev. Michaelsbruderschaft Sulz a. N.	DE-Sul1
2388	TUAUHG	Hölderlin-Gesellschaft Tübingen	DE-Tue127
2389	TUAUZU	Umweltzentrum Tübingen	DE-Tue130
2390	FRVSKA	Regionalgeschichtliche Bibliothek des Kreisarchivs Villingen-Schwenningen	DE-Vil1
2391	KNWEAB	Klosterbibliothek der Abtei Weingarten	DE-Wei1
2392	KNWOFW	Fürstlich zu Waldburg-Wolfegg'sche Bibliothek Wolfegg	DE-Wog1
2393	KNZLFW	Fürstlich Waldburg-Zeil'sche Bibliothek Leutkirch	DE-Zl1
2395	B1IQ	Institut für Qualitätssicherung und Transparenz im Gesundheitswesen - Bibliothek	DE-2499
2396	SBZWBB	Bibliotheca Bipontina Zweibrücken	DE-Zw1
2397	KNCHNM	Napoleonmuseum	CH-000214-4
2398	FR206	Landesarbeitsgericht u. Arbeitsgericht Freiburg 	DE-Frei206
2398	FR212	Finanzgericht Baden-Württemberg, Außensenate Freiburg, Bibliothek	DE-Frei212
2398	FRLOAG	Arbeitsgericht Lörrach	DE-Loer4
2398	FROGAG	Arbeitsgericht Freiburg, Kammern Offenburg	DE-Ofb2
2398	HDAG	Arbeitsgericht Mannheim, Kammern Heidelberg	DE-He212
2398	HDHNAG	Arbeitsgericht Heilbronn	DE-Hb3
2398	KAAG	Arbeitsgericht Karlsruhe	DE-Ka91
2398	KAPFAG	Arbeitsgericht Pforzheim	DE-Pfo1
2398	KNRVAG	Arbeitsgericht Ulm, Kammern Ravensburg	DE-Rav3
2398	KNRZAG	Arbeitsgericht Lörrach, Kammern Radolfzell	DE-Rz3
2398	KNVSAG	Arbeitsgericht Freiburg, Kammern Villingen-Schwenningen	DE-Vil4
2398	MALG	Landesarbeitsgericht u. Arbeitsgericht Mannheim	DE-Mh37
2398	S1AG	Arbeitsgericht Stuttgart	DE-Stg270
2398	S1CRAG	Arbeitsgericht Heilbronn, Kammern Crailsheim	DE-Cra1
2398	S1LG	Landesarbeitsgericht Baden-Württemberg	DE-Stg276
2398	TURTAG	Arbeitsgericht Reutlingen	DE-Rt4
2398	ULAG	Arbeitsgericht Ulm	DE-U12
2399	DDNZGW	Senckenberg Naturhistorische Sammlungen Dresden, Fachbibliothek Mineralogie und Geologie	DE-D29
2399	DDNZZO	Senckenberg Naturhistorische Sammlungen Dresden, Fachbibliothek Zoologie	DE-D5
2400	L1HM	Hochschule für Musik und Theater, Leipzig	DE-L152
2401	KNZP	Wiss. Bibliotheken der Zentren für Psychiatrie, Reichenau	DE-Ren1
2401	KNZPAW	Alte Wissenschaftliche Bibliothek der Heilanstalt bei Konstanz im Zentrum für Psychiatrie Reichenau	DE-Ren2
2402	SBFB	Frauenbibliothek Saar, Saarbrücken	DE-Sa24
2403	LFER	Lizenzfreie elektronische Ressourcen	
2404	HDBSBL	Institut für Pflanzenschutz und Obstbau der Biol. Bundesanstalt	DE-He73
2405	SBSLSA	Stadtarchiv Saarlouis, Zeitungsarchiv	DE-Sar1
2406	L1HL	Bibliothek der HALLE 14 e.V. Leipzig	DE-L328
2407	DDPLSB	 Vogtlandbibliothek Plauen	DE-165
2408	L1MPEA	Max-Planck-Institut für evolutionäre Anthropologie	DE-L321
2409	L1MPMN	Max-Planck-Institut für Mathematik in den Naturwissenschaften	DE-L323
2410	L1MPKN	Max-Planck-Institut für Kognitions- und Neurowissenschaften	DE-L322
2411	DDPF	Leibniz-Institut für Polymerforschung Dresden e.V., Bibliothek	DE-D140
2412	C1ZWKH	Heinrich-Braun-Klinikum Zwickau gGmbH, Zentralbibliothek	DE-Zwi8
2413	DDPLSA	Plauen Stadtarchiv	DE-Pl10
2414	L1KH	Klinikum St. Georg gGmbH, Bereich Bibliotheken, Fachbibliothek/Patientenbibliothek	DE-L247
2415	DDBZSI	Sorbisches Institut e.V., Sorbische Zentralbibliothek	DE-Bn1
2417	DDIV	Fraunhofer-Institut für Verkehrs- und Infrastruktursysteme (IVI)	DE-D143
2419	JPOAGT	OAG - Deutsche Gesellschaft für Natur- und Völkerkunde Ostasiens, Tokyo	
2420	S2SGLH	Bibliothek des Landesgymnasiums für Hochbegabte Schwäbisch Gmünd	DE-Sg2
2421	TUSIBK	Landratsamt Sigmaringen - Bibliothek Kreisarchiv	DE-Sig4
2421	TUSIHL	Sigmaringen, Hohenzollerische Landesbücherei	DE-Sig3
2422	C1ZWRS	Robert-Schumann-Haus Zwickau	DE-Zwi17
2423	HDHNDA	Dekanatamt Heilbronn, Bibliothek	DE-Hb5
2424	C1MF	Klinikum Chemnitz, Medizinische Fach- und Patientenbibliothek	DE-Ch77
2425	KNDOVB	Donaueschinger Bibliothek des Vereins für Geschichte und Naturgeschichte der Baar	DE-Dne2
2426	KABRSG	Staatliche Schlösser und Gärten Baden-Württemberg, Bibliothek	DE-Bru1
2427	B1HK	Haus der Kulturen der Welt, Bibliothek	DE-B1584
2428	L1SI	Simon-Dubnow-Institut für jüdische Geschichte und Kultur e.V. an der Universität Leipzig, Bibliothek	DE-L325
2429	HDBHRB	Regionalgeschichtliche Bibliothek "Zwischen Neckar und Main", Buchen (Odenwald)	DE-Bun1
2430	KNFNKB	Kreiskulturamt Bodenseekreis, Kreisbibliothek	DE-Sam1
2430	KNFNKH	Kurt-Hahn-Archiv im Kreisarchiv Bodenseekreis, Salem	DE-Sam3
2431	ULBISA	Städtische Archive Biberach, Bibliothek	DE-Bib2
2432	FR210	Kunstverein Freiburg	DE-Frei120
2434	S2ESSE	Staatliches Seminar für Didaktik und Lehrerbildung (Gymnasien) Esslingen, Bibliothek	DE-Ess7
2435	KAKA	Kreisarchiv Karlsruhe	DE-Ka92
2436	FRBRBH	Blaues Haus, Breisach	DE-Brs1
2437	FR211	Landesverein Badische Heimat e.V., Bibliothek	DE-Frei211
2438	B1MH	freshpages MHMK Bibliothek Berlin, Macromedia Hochschule für Medien und Kommunikation	DE-1834b
2438	F1MH	Macromedia Library, Frankfurt am Main, Hochschule Macromedia, University of Applied Sciences, Standort Frankfurt am Main	DE-3098
2438	FRMH	Macromedia Library München, Hochschule Macromedia, University of Applied Sciences, Standort Freiburg	DE-1834f
2438	HHMH	freshpages MHMK Bibliothek Hamburg, Macromedia Hochschule für Medien und Kommunikation	DE-1834h
2438	ITMIMH	freshpages MHMK Bibliothek Mailand, Macromedia Hochschule für Medien und Kommunikation	DE-1834m
2438	K1MH	freshpages MHMK Bibliothek Köln, Macromedia Hochschule für Medien und Kommunikation	DE-1834k
2438	M1MH	freshpages MHMK Bibliothek, Macromedia Hochschule für Medien und Kommunikation, München	DE-1834
2438	S1MHMK	freshpages MHMK Bibliothek Stuttgart, Macromedia Hochschule für Medien und Kommunikation	DE-1834s
2439	HDBSLD	Universität Heidelberg, Bibliotheca Laureshamensis - digital	DE-16-200
2440	KADP	Regierungspräsidium Karlsruhe, Referat 26, Denkmalpflege - Bibliothek	DE-Ka95
2441	HDHNSH	Seminarbibliothek Heilbronn	DE-Hb6
2442	ULBILA	Landesakademie für die musizierende Jugend in Baden-Württemberg, Musikbibliothek	DE-Osn1
2443	S1BBHF	Kreisarchiv Böblingen, Historische Forstbibliothek	DE-Bbl1
2444	S1MK	Ministerium für Kultus, Jugend und Sport Baden-Württemberg, Bibliothek	DE-Stg284
2445	KALM	Literarische Gesellschaft e.V., Museum für Literatur am Oberrhein	DE-Ka96
2446	S2LBEH	Evangelische Hochschule Ludwigsburg, Bibliothek	DE-Rt3
2447	KARAGF	Glatfelter Bibliothek Gernsbach	DE-Gnb1
2448	SBIF	Institut d'Etudes francaises 	DE-Sa29
2449	HUBPAU	Andrássy Gyula Deutschsprachige Universität Budapest - Bibliothek	ZDB-HU-100
2450	S1ESSM	Bibliothek für Schwäbische Mundartdichtung Weilheim an der Teck	DE-1863
2451	TUSIBN	Bleicher-Nachlass im Heimatmuseum Mengen	DE-Mng1
2453	L1GZ	Leibniz-Institut für Geschichte und Kultur des östlichen Europa e.V. (GWZO) – Bibliothek	DE-L327
2454	HPLOKB	Kurpfalzbibliothek "Heinrich Vetter" Lorsch	DE-Los1
2454	LULHKB	Kurpfalzbibliothek "Heinrich Vetter" Limburgerhof	DE-Lim1
2456	KABM	Bismarck-Gymnasium Karlsruhe, Historische Bibliothek	DE-1874
2457	KNFNPU	Pfahlbaumuseum Unteruhldingen, Bibliothek	DE-Uhm1
2458	SPSA	Stadtarchiv Speyer - Amtsbibliothek	DE-Sp7
2459	FRLOVD	Vitra Design Museum, Bibliothek	DE-Wlr1
2460	S2ESGG	Historische Bibliothek des Georgii-Gymnasiums Esslingen am Neckar	DE-Ess8
2465	TUBLHH	Hohenzollerische Heimatbücherei Hechingen	DE-Heh2
2466	KAPFKE	Kreisarchiv des Enzkreises, Bibliothek	DE-Pfo2
2467	S1LAAB	Landesarchiv Baden-Württemberg, Abteilungen 1 und 2 - Bibliothek	DE-Stg285
2469	D1LA	Landeskirchliches Archiv Düsseldorf	DE-Due72
2469	SIMBEA	Evangelische Archivstelle Boppard	DE-Bpd1
2470	FIVIBL	Fachinformationsverbund Internationale Beziehungen und Länderkunde - fiktive Leitbibliothek	DE-615
2470	F1HSFK	Peace Research Institute Frankfurt (PRIF)	DE-F197
2470	R1IO	Institut für Ost- und Südosteuropaforschung Regensburg, Bibliothek	DE-Re13
2470	B1SWPB	Stiftung Wissenschaft und Politik (SWP) Berlin, Bibliothek	DE-B1567
2470	B1AP	Bibliothek und Dokumentationsstelle der Deutschen Gesellschaft für Auswärtige Politik e.V.	DE-F131
2470	BNEP	German Institute of Development and Sustainability (IDOS), Bibliothek	DE-B1503
2470	BNBICC	Bonn International Centre for Conflict Studies (BICC), Library	DE-2421
2473	DDHEDK	Deutsches Komponistenarchiv (DKA) in HELLERAU - Europäisches Zentrum der Künste Dresden	DE-D277a
2473	DDHEHA	Hellerau-Archiv in HELLERAU - Europäisches Zentrum der Künste Dresden	DE-D277f
2473	DDHEIM	Internationale Musikbibliothek (IMB) in HELLERAU - Europäisches Zentrum der Künste Dresden	DE-D277b
2473	DDHEMB	Musikbibliothek in HELLERAU - Europäisches Zentrum der Künste Dresden	DE-D277c
2473	DDHEMV	Sammlung Musica Viva Ensemble (MVE) in HELLERAU - Europäisches Zentrum der Künste Dresden	DE-D277d
2473	DDHEVM	Sammlung Verfemte Musik in HELLERAU - Europäisches Zentrum der Künste Dresden	DE-D277e
2475	MASB	Stadtbibliothek Mannheim	
2476	SBLG	Lehrinstitut für Gesundheitsberufe der Saarland-Heilstätten GmbH und Berufsakademie für Gesundheits- und Sozialwesen Saarland, gemeinsame Bibliothek	DE-1941
2477	SBSK	Stiftung Saarländischer Kulturbesitz Saarbrücken, Bibliothek	DE-Sa27
2478	S1JI	C. G. Jung-Institut Stuttgart e.V., Bibliothek	DE-1954
2479	FROGSH	Simplicissimus-Haus Renchen, Bibliothek	DE-1968
2480	FR1967	Amt für Bürgerservice und Informationsverarbeitung der Stadt Freiburg im Breisgau	DE-1967
2481	F1MK	Museum für Moderne Kunst Frankfurt/Main, Bibliothek	DE-1975
2482	MAPA	Popakademie Baden-Württemberg, Bibliothek	DE-1933
2483	HDBOSC	Bibliographie Hieronymus Bosch	
2483	HDCARI	Bibliographie Caricature	
2483	HDCAWO	Bibliographie Camera Work	
2483	HDCRAN	Bibliographie Cranach	
2483	HDCVMA	Bibliographie Glasmalerei	
2483	HDDRAW	Bibliographie Drawingbooks	
2483	HDDUER	Bibliographie Albrecht Dürer	
2483	HDFAKE	Bibliographie FAKE	
2483	HDFONT	FONTES - E-Quellen und Dokumente zur Kunst 1350-1750	
2483	HDFRAU	Frauen schreiben über Kunst: Texte vor 1900	
2483	HDGESA	Bibliographie German Sales	
2483	HDITTN	Bibliographie Johannes Itten	
2483	HDLIZK	Online-Ressourcen mit FID-Lizenzen (FID Kunst, Fotografie, Design)	
2483	HDRART	recensio.artium	
2483	HDRUBE	Bibliographie Peter Paul Rubens	
2483	HDSAPH	Bibliographie Sammlung Prinzhorn	
2483	HDSCHL	Schlossers Bibliographie der Kunstliteratur	
2483	HDSTUR	Bibliographie Sturm-Archiv	
2483	HDVFKU	arthistoricum.net - Fachinformationsdienst Kunst	DE-1989
2484	F1FM	Archiv Frau und Musik, Frankfurt/Main	DE-Ks15
2485	F1DA	Deutsches Architekturmuseum, Frankfurt/Main	DE-F219
2486	F1DF	Deutsches Filminstitut, Frankfurt/Main	DE-Wi17
2487	F1GH	Frankfurter Goethe-Haus, Frankfurt/Main	DE-F25
2488	F1HM	Historisches Museum, Frankfurt/Main	DE-F207
2489	F1SG	Institut für Stadtgeschichte, Frankfurt/Main	DE-F186
2490	F1JM	Jüdisches Museum, Frankfurt/Main	DE-1979
2491	F1AM	Archäologisches Museum, Frankfurt/Main	DE-F225
2492	F1KM	Klingspor-Museum, Offenbach/Main	DE-Of2
2493	F1MW	Museum der Weltkulturen, Frankfurt/Main	DE-1971
2494	F1AK	Museum für Angewandte Kunst, Frankfurt/Main	DE-F146
2495	F1KO	Museum für Kommunikation, Frankfurt/Main	DE-1978
2496	F1RF	Rat für Formgebung, Frankfurt/Main	DE-Ds108
2497	F1ST	Städelschule, Frankfurt/Main	DE-1973
2498	B1AA	Auswärtiges Amt, Bibliothek	DE-B19
2499	FREMTA	Deutsches Tagebucharchiv	DE-1922
2500	TURWKA	Archivbibliothek Kreisarchiv Rottweil	DE-2156
2500	TURWFG	Archiv Margot Fürster/HAP Grieshaber	DE-2156-1
2502	B1MPAB	Archiv der Max-Planck-Gesellschaft - Bibliothek	DE-B1518
2503	S2LBSA	Stadtarchivs Ludwigsburg - Bibliothek	DE-Lg4
2504	GTSF	Museumsbibliothek Stiftung Schloss Friedenstein Gotha	DE-G16
2505	B1DIPF	Bibliothek für Bildungsgeschichtliche Forschung des Deutschen Instituts für Internationale Pädagogische Forschung, Berlin	DE-B478
2506	MASA	Stadtarchiv Mannheim - Elsbeth-Janda-Bibliothek	DE-Mh40
2507	F1DIPF	DIPF | Leibniz-Institut für Bildungsforschung und Bildungsinformation	DE-F43
2508	B1BMJ	Bundesministerium der Justiz und für Verbraucherschutz - Bibliothek	DE-B69
2509	DDMEFH	Bibliothek der Fachhochschule der Sächsischen Verwaltung	DE-1845
2510	F1HG	Hochschule für Gestaltung, Bibliothek	DE-2279
2512	L1GFZK	Galerie für Zeitgenössische Kunst Leipzig -Bibliothek-	DE-L330
2513	DDPALU	Palucca-Hochschule für Tanz Dresden -Bibliothek-	DE-2296
2514	HDKISH	Bibliographie Naval Kishore	
2514	HDLIZS	FID Asien	
2514	HDORIS	Orissa Bibliographie	
2514	HDVFSA	Savifa - Virtuelle Fachbibliothek Südasien	DE-1991
2515	HDAEGY	Bibliographia Aegyptiaca - Bibliographie zur Gedächtnisgeschichte des Alten Ägypten 	
2515	HDLAUD	Bibliographie LAUDAT -  Leipziger allgemeine Übersetzungsdatenbank für antike Texte	
2515	HDLIZA	FID Altertumswissenschaften	
2515	HDOLAA	Open Library for Aegean Archaeology 	
2515	HDVFAW	Propylaeum - Virtuelle Fachbibliothek Altertumswissenschaften	DE-1990
2516	KAPFFA	Bibliothek im Faust-Archiv Knittlingen	DE-2345
2517	KACWKA	Bibliothek des Kreisarchivs Calw	DE-2316
2518	TURTSA	Stadtarchiv Reutlingen	DE-1983
2519	HDMANE	Codex Manesse	
2519	HDSOHE	Sovetish Heymland	
2520	S1WLLV	Landesstelle für Alltagskultur Stuttgart	DE-2366
2523	TURTKA	Kreisarchiv Reutlingen	DE-Rt7
2524	HDLKPS	Petersstift-Bibliothek Heidelberg	DE-He134
2525	HDKALA	Kreisarchiv Rhein-Neckar-Kreis, Ladenburg	DE-2427
2526	N1MK	Institut für moderne Kunst Nürnberg, Archiv / Bibliothek	DE-N39
2527	C1ZWRB	Ratsschulbibliothek Zwickau	DE-125
2529	F1DZ	Bibliothek der DZ Bank Kunststiftung	DE-2526
2530	ILJEDO	Bibliothek Theologisches Studienjahr Jerusalem Abtei Dormitio	DE-2559
2531	TURWSA	Stadtarchiv Rottweil	DE-2123
2532	H1BGR	Bibliothek der Bundesanstalt für Geowissenschaften und Rohstoffe	DE-Hv112
2533	TUBLSA	Stadtarchiv Balingen	DE-2568
2534	S1EOSF	Evangelisches Schuldekanat Freudenstadt und Sulz a.N.	
2535	DDSAXB	Sächsische Bibliografie	DE-2620
2535	DDBRUC	BRUCH|STÜCKE - Die Novemberprogrome in Sachsen 1938	
2535	DDHEFT	Dresdner Hefte	
2536	S1EOLB	Evangelisches Schuldekanat Ludwigsburg und Besigheim	
2538	HDSL	Seminar für Ausbildung und Fortbildung der Lehrkräfte Heidelberg (Abt. Gymnasium)	DE-2758
2539	HDHNSM	Städtische Museen Heilbronn, Museumsbibliothek	DE-2844
2540	B1BG	Berlinische Galerie - Landesmuseum für Moderne Kunst, Fotografie und Architektur, Bibliothek	DE-B1586
2541	L1PGKB	Kirchenbibliothek Pegau	DE-2863
2542	DDIH	Bibliothek, Institut für Holztechnologie Dresden gemeinnützige GmbH	DE-D26
2543	DDLDS	Landesdirektion Sachsen, Behördenbibliothek Dresden	DE-2796
2543	C1LDS	Landesdirektion Sachsen, Dienststelle Chemnitz, Behördenbibliothek	DE-2961
2543	L1LDS	Landesdirektion Sachsen, Dienststelle Leipzig, Behördenbibliothek	DE-2962
2544	TUBIBL	Universitätsbibliographie Tübingen	DE-2869
2545	S1EOHN	Evangelisches Schuldekanat Heilbronn	
2547	BNEB	Bibliothek des Deutschen Instituts für Erwachsenenbildung, Bonn	DE-Bo410
2548	HHAF	GIGA German Institute for Global and Area Studies, Bibliothek	DE-H221
2549	S1HOAF	Arnold und Friederike Isenberg Bibliothek, Horb	DE-2830
2550	F1LM	Bibliothek des Deutschen Ledermuseums Offenbach am Main	DE-Of1
2551	FRMULM	Wissenschaftliche Museumsbibliothek Markgräfler Museum, Müllheim	DE-2936
2552	KNRVSA	Stadtarchiv Ravensburg	DE-Rav4a
2553	RUMDHI	IM TEST: Bibliothek des Deutschen Historischen Instituts Moskau	RU-10907106
2554	S1EOBK	Evangelische Schuldekanatsbibliothek Backnang	
2555	B1KO	Museum für Kommunikation Berlin	DE-B1577
2556	L1KB	Kirchenbibliothek Annaberg-Buchholz	DE-3086
2558	SBZR	Landeskundliche Bibliothek im Zechenhaus Reden, Schiffweiler	DE-Sa25
2559	B1DK	Deutsche Kinemathek Berlin, Bibliothek	DE-B1528
2560	F1EM	Bibliothek der ernst-may-gesellschaft e.V.	DE-4016
2562	DDLDP	Landesamt für Denkmalpflege, Sachsen	DE-D123
2563	HDSWS	Sammlung Werner Schweikert und Würth Fachbibliotheken	DE-4126
2564	CHASRI	Abegg-Stiftung Riggisberg, Bibliothek	CH-001243-0
2565	S2AAKA	Kreisarchiv Ostalbkreis Aalen, Bibliothek	DE-4112
2566	BNKA	Bibliothek der Kunst- und Ausstellungshalle der Bundesrepublik Deutschland GmbH	DE-Bo412
2567	KNBSSG	Staatliche Schlösser und Gärten Baden-Württemberg, Dienstbibliothek Bad Schussenried	DE-4162
2568	BWLABI	Landesbibliographie Baden-Württemberg	DE-631
2569	DDHATI	HATiKVA e.V	DE-4141
2570	BOHEMO	Martin-Opitz-Bibliothek Herne	DE-364
2571	HDRMSG	Staatliche Schlösser und Gärten Baden-Württemberg, Dienstbibliothek Residenzschloss Mergentheim	DE-4194
2572	L1LASB	Landesamt für Schule und Bildung - Standort Leipzig, Bibliothek der Lehrerausbildungsstätte	DE-4189
2573	S2SDKA	Kreisarchiv Rems-Murr-Kreis, Schorndorf	DE-4268
2575	S2GAKW	Landesarchiv Baden-Württemberg, Grundbuchzentralarchiv Kornwestheim, Bibliothek	DE-4272
2576	TUMOSM	Stadmuseum Mössingen	DE-4324
2577	N1SB	IM TEST: Stadtbibliothek im Bildungscampus Nürnberg	DE-75
2578	KNFNSA	Stadtarchiv Friedrichshafen	DE-4331
2579	MZIEG	Leibniz-Institut für Europäische Geschichte Mainz	DE-Mz5
2581	MZAW	Bibliothek der Akademie der Wissenschaften Mainz	DE-Mz3
2582	WUBADA	Bibliotheca Augustiniana - Forschungsbibliothek der Deutschen Augustiner (BADA) Würzburg	DE-4020
2583	BNHG	IM TEST: Stiftung Haus der Geschichte der Bundesrepublik - Informationszentrum -	DE-Bo174
2584	L1MAK	GRASSI Museum für Angewandete Kunst Leipzig, Bibliothek	DE-L38
2585	MZNM	Bibliothek des Naturhistorischen Museums Mainz und der Landessammlung für Naturkunde Rheinland-Pfalz	DE-Mz119
2586	MZBIHS	Bibliothek der Technischen Hochschule Bingen	DE-Bin1
2587	L1WWIP	Wilhelm-Wundt-Institut für Psychologie Leipzig	DE-4433
2588	MZSA	Dienstbibliothek des Stadtarchivs Mainz	DE-2397
2589	ULKH	Kreisarchiv Heidenheim	DE-4537
2591	HDHNKS	Kleist-Archiv Sembnder (KLAS), Heilbronn	DE-Hb4
2592	MZHS	IM TEST: Bibliothek der Hochschule Mainz	DE-1053
---	1988	BSZ bzw. GBV/VZG: Maschinelle Bereinigungen	
